Nama_File,GLCM_Contrast,GLCM_Dissimilarity,GLCM_Homogeneity,GLCM_Energy,GLCM_Correlation,GLCM_ASM,GLCM_Contrast_0deg,GLCM_Homogeneity_0deg,GLCM_Energy_0deg,GLCM_Contrast_45deg,GLCM_Homogeneity_45deg,GLCM_Energy_45deg,GLCM_Contrast_90deg,GLCM_Homogeneity_90deg,GLCM_Energy_90deg,GLCM_Contrast_135deg,GLCM_Homogeneity_135deg,GLCM_Energy_135deg
istockphoto-184758160-612x612.jpg,0.966,0.2315,0.9227,0.5693,0.9835,0.3241,0.7134,0.9396,0.5724,1.0273,0.9196,0.5683,0.7475,0.9258,0.5696,1.3758,0.9058,0.5668
istockphoto-185302736-612x612.jpg,0.8467,0.2221,0.9231,0.5967,0.9853,0.3561,0.4988,0.9462,0.5994,1.2424,0.9067,0.5947,0.75,0.9208,0.597,0.8957,0.9188,0.5956
istockphoto-185302736-612x612.jpg,0.8467,0.2221,0.9231,0.5967,0.9853,0.3561,0.4988,0.9462,0.5994,1.2424,0.9067,0.5947,0.75,0.9208,0.597,0.8957,0.9188,0.5956
istockphoto-186012002-612x612.jpg,0.1655,0.0676,0.9724,0.8181,0.9891,0.6694,0.1021,0.983,0.8196,0.2174,0.9658,0.8171,0.1387,0.9723,0.8184,0.2038,0.9684,0.8175
istockphoto-186012002-612x612.jpg,0.1655,0.0676,0.9724,0.8181,0.9891,0.6694,0.1021,0.983,0.8196,0.2174,0.9658,0.8171,0.1387,0.9723,0.8184,0.2038,0.9684,0.8175
istockphoto-2209570997-612x612.jpg,0.5231,0.1705,0.9378,0.6754,0.9915,0.4561,0.3538,0.9566,0.6778,0.6996,0.9273,0.6742,0.4202,0.9375,0.6755,0.6188,0.9297,0.674
istockphoto-2209570997-612x612.jpg,0.5231,0.1705,0.9378,0.6754,0.9915,0.4561,0.3538,0.9566,0.6778,0.6996,0.9273,0.6742,0.4202,0.9375,0.6755,0.6188,0.9297,0.674
istockphoto-453270811-612x612.jpg,1.1574,0.296,0.8972,0.5835,0.9861,0.3405,0.8386,0.9173,0.5855,1.7607,0.8729,0.582,0.9351,0.901,0.584,1.0954,0.8976,0.5826
istockphoto-453270811-612x612.jpg,1.1574,0.296,0.8972,0.5835,0.9861,0.3405,0.8386,0.9173,0.5855,1.7607,0.8729,0.582,0.9351,0.901,0.584,1.0954,0.8976,0.5826
istockphoto-462433767-612x612.jpg,0.8161,0.2388,0.9149,0.62,0.9879,0.3844,0.5563,0.937,0.6221,0.9488,0.908,0.6189,0.6625,0.9156,0.6205,1.0968,0.899,0.6186
istockphoto-462433767-612x612.jpg,0.8161,0.2388,0.9149,0.62,0.9879,0.3844,0.5563,0.937,0.6221,0.9488,0.908,0.6189,0.6625,0.9156,0.6205,1.0968,0.899,0.6186
istockphoto-468554282-612x612.jpg,0.372,0.1202,0.9548,0.6196,0.9874,0.3839,0.1928,0.9731,0.6221,0.4806,0.946,0.618,0.3475,0.9523,0.6201,0.4671,0.9478,0.6184
istockphoto-468554282-612x612.jpg,0.372,0.1202,0.9548,0.6196,0.9874,0.3839,0.1928,0.9731,0.6221,0.4806,0.946,0.618,0.3475,0.9523,0.6201,0.4671,0.9478,0.6184
istockphoto-486818690-612x612.jpg,0.7504,0.2088,0.9258,0.5492,0.986,0.3016,0.6048,0.9367,0.5513,0.8648,0.9109,0.5468,0.5362,0.9324,0.55,0.9958,0.9232,0.5487
istockphoto-486818690-612x612.jpg,0.7504,0.2088,0.9258,0.5492,0.986,0.3016,0.6048,0.9367,0.5513,0.8648,0.9109,0.5468,0.5362,0.9324,0.55,0.9958,0.9232,0.5487
istockphoto-490514186-612x612.jpg,0.5662,0.1704,0.9378,0.5855,0.9794,0.3428,0.4263,0.9523,0.5878,0.5839,0.9327,0.5841,0.424,0.9397,0.5862,0.8308,0.9265,0.5838
istockphoto-490514186-612x612.jpg,0.5662,0.1704,0.9378,0.5855,0.9794,0.3428,0.4263,0.9523,0.5878,0.5839,0.9327,0.5841,0.424,0.9397,0.5862,0.8308,0.9265,0.5838
istockphoto-495671192-612x612.jpg,0.9425,0.2587,0.9071,0.4637,0.9858,0.215,0.6439,0.9333,0.4676,1.0486,0.9047,0.4624,0.7433,0.9058,0.464,1.3341,0.8847,0.4607
istockphoto-495671192-612x612.jpg,0.9425,0.2587,0.9071,0.4637,0.9858,0.215,0.6439,0.9333,0.4676,1.0486,0.9047,0.4624,0.7433,0.9058,0.464,1.3341,0.8847,0.4607
istockphoto-499360203-612x612.jpg,0.3471,0.1081,0.9574,0.6677,0.9809,0.4458,0.2591,0.9725,0.6709,0.4424,0.9521,0.6664,0.2556,0.9561,0.6676,0.4313,0.9491,0.6658
istockphoto-499360203-612x612.jpg,0.3471,0.1081,0.9574,0.6677,0.9809,0.4458,0.2591,0.9725,0.6709,0.4424,0.9521,0.6664,0.2556,0.9561,0.6676,0.4313,0.9491,0.6658
istockphoto-499436327-612x612.jpg,1.4324,0.3266,0.8889,0.4271,0.9765,0.1824,1.1256,0.9109,0.4305,1.4975,0.8877,0.4256,1.0827,0.894,0.4283,2.024,0.863,0.4239
istockphoto-499436327-612x612.jpg,1.4324,0.3266,0.8889,0.4271,0.9765,0.1824,1.1256,0.9109,0.4305,1.4975,0.8877,0.4256,1.0827,0.894,0.4283,2.024,0.863,0.4239
istockphoto-512335536-612x612.jpg,0.5614,0.1816,0.9324,0.6456,0.9835,0.4169,0.4789,0.9389,0.6464,0.7589,0.928,0.6449,0.3664,0.9427,0.6473,0.6412,0.9201,0.644
istockphoto-512335536-612x612.jpg,0.5614,0.1816,0.9324,0.6456,0.9835,0.4169,0.4789,0.9389,0.6464,0.7589,0.928,0.6449,0.3664,0.9427,0.6473,0.6412,0.9201,0.644
istockphoto-519124142-612x612.jpg,1.0009,0.1984,0.9393,0.7432,0.9606,0.5523,0.6171,0.9541,0.7448,1.4379,0.9282,0.7419,0.8609,0.9397,0.7436,1.0876,0.9352,0.7423
istockphoto-519124142-612x612.jpg,1.0009,0.1984,0.9393,0.7432,0.9606,0.5523,0.6171,0.9541,0.7448,1.4379,0.9282,0.7419,0.8609,0.9397,0.7436,1.0876,0.9352,0.7423
istockphoto-874426588-612x612.jpg,0.736,0.2595,0.9011,0.4833,0.9931,0.2336,0.4261,0.9293,0.4864,0.9757,0.8796,0.4811,0.6533,0.8995,0.4836,0.8888,0.8959,0.4822
istockphoto-874426588-612x612.jpg,0.736,0.2595,0.9011,0.4833,0.9931,0.2336,0.4261,0.9293,0.4864,0.9757,0.8796,0.4811,0.6533,0.8995,0.4836,0.8888,0.8959,0.4822
istockphoto-89486138-612x612.jpg,0.7928,0.2503,0.9065,0.5936,0.9905,0.3523,0.4411,0.9355,0.5963,0.886,0.9022,0.5925,0.7231,0.9052,0.5938,1.1209,0.883,0.5916
istockphoto-89486138-612x612.jpg,0.7928,0.2503,0.9065,0.5936,0.9905,0.3523,0.4411,0.9355,0.5963,0.886,0.9022,0.5925,0.7231,0.9052,0.5938,1.1209,0.883,0.5916
istockphoto-89924216-612x612.jpg,0.8509,0.2362,0.9173,0.6574,0.9874,0.4321,0.6193,0.9347,0.6594,0.9728,0.9024,0.6562,0.6543,0.9217,0.6577,1.1572,0.9105,0.6562
istockphoto-89924216-612x612.jpg,0.8509,0.2362,0.9173,0.6574,0.9874,0.4321,0.6193,0.9347,0.6594,0.9728,0.9024,0.6562,0.6543,0.9217,0.6577,1.1572,0.9105,0.6562
istockphoto-91710396-612x612.jpg,0.5105,0.1559,0.9431,0.6156,0.986,0.379,0.3445,0.9605,0.6183,0.5261,0.9403,0.6145,0.409,0.9417,0.6159,0.7624,0.9297,0.6138
istockphoto-91710396-612x612.jpg,0.5105,0.1559,0.9431,0.6156,0.986,0.379,0.3445,0.9605,0.6183,0.5261,0.9403,0.6145,0.409,0.9417,0.6159,0.7624,0.9297,0.6138
istockphoto-93029283-612x612.jpg,0.2054,0.0729,0.9725,0.7592,0.977,0.5764,0.1176,0.9824,0.7613,0.2804,0.9671,0.7579,0.1842,0.9714,0.7593,0.2396,0.969,0.7583
istockphoto-93029283-612x612.jpg,0.2054,0.0729,0.9725,0.7592,0.977,0.5764,0.1176,0.9824,0.7613,0.2804,0.9671,0.7579,0.1842,0.9714,0.7593,0.2396,0.969,0.7583
istockphoto-93385142-612x612.jpg,1.0161,0.2399,0.9185,0.5195,0.9833,0.2698,0.8647,0.9403,0.523,1.2304,0.9025,0.5171,0.7052,0.9184,0.5199,1.2642,0.9128,0.5179
istockphoto-93385142-612x612.jpg,1.0161,0.2399,0.9185,0.5195,0.9833,0.2698,0.8647,0.9403,0.523,1.2304,0.9025,0.5171,0.7052,0.9184,0.5199,1.2642,0.9128,0.5179
istockphoto-953956760-612x612.jpg,0.8397,0.2668,0.9028,0.553,0.9907,0.3058,0.4037,0.9386,0.5561,0.9421,0.8934,0.5518,0.7954,0.8978,0.5533,1.2176,0.8812,0.5509
istockphoto-953956760-612x612.jpg,0.8397,0.2668,0.9028,0.553,0.9907,0.3058,0.4037,0.9386,0.5561,0.9421,0.8934,0.5518,0.7954,0.8978,0.5533,1.2176,0.8812,0.5509
istockphoto-96891345-612x612.jpg,0.8079,0.2094,0.9283,0.6128,0.9851,0.3755,0.6876,0.9463,0.6153,1.145,0.9123,0.611,0.5363,0.9303,0.6131,0.8626,0.9241,0.6117
istockphoto-96891345-612x612.jpg,0.8079,0.2094,0.9283,0.6128,0.9851,0.3755,0.6876,0.9463,0.6153,1.145,0.9123,0.611,0.5363,0.9303,0.6131,0.8626,0.9241,0.6117
istockphoto-97689079-612x612.jpg,0.3024,0.0979,0.9637,0.7173,0.9828,0.5145,0.1649,0.9779,0.7196,0.3814,0.957,0.7162,0.273,0.9617,0.7174,0.3904,0.9583,0.7159
istockphoto-97689079-612x612.jpg,0.3024,0.0979,0.9637,0.7173,0.9828,0.5145,0.1649,0.9779,0.7196,0.3814,0.957,0.7162,0.273,0.9617,0.7174,0.3904,0.9583,0.7159
