Nama_File,Mean_R,Mean_G,Mean_B,Std_R,Std_G,Std_B,Mean_H,Mean_S,Mean_V,Std_H,Std_S,Std_V,Skew_R,Skew_G,Skew_B,Kurt_R,Kurt_G,Kurt_B
istockphoto-186807261-612x612.jpg,224.58,214.22,192.85,50.78,67.4,92.5,14.65,53.02,225.44,30.03,85.33,49.86,-1.71,-1.64,-1.06,2.28,1.69,-0.55
istockphoto-186928771-612x612.jpg,230.19,225.74,210.34,49.43,53.67,78.83,12.1,32.19,232.16,23.67,63.39,45.98,-1.93,-1.62,-1.41,2.53,1.26,0.34
istockphoto-186928771-612x612.jpg,230.19,225.74,210.34,49.43,53.67,78.83,12.1,32.19,232.16,23.67,63.39,45.98,-1.93,-1.62,-1.41,2.53,1.26,0.34
istockphoto-2096261549-612x612.jpg,209.63,203.31,172.21,63.44,65.08,96.54,20.12,71.15,218.57,28.0,89.25,51.17,-1.22,-0.95,-0.59,0.31,-0.38,-1.3
istockphoto-2096261549-612x612.jpg,209.63,203.31,172.21,63.44,65.08,96.54,20.12,71.15,218.57,28.0,89.25,51.17,-1.22,-0.95,-0.59,0.31,-0.38,-1.3
istockphoto-2181463479-612x612.jpg,224.84,214.25,189.68,50.15,56.17,90.32,19.35,55.86,230.83,31.84,84.61,39.4,-1.82,-1.05,-0.98,2.67,-0.21,-0.61
istockphoto-2181463479-612x612.jpg,224.84,214.25,189.68,50.15,56.17,90.32,19.35,55.86,230.83,31.84,84.61,39.4,-1.82,-1.05,-0.98,2.67,-0.21,-0.61
istockphoto-2188481129-612x612.jpg,231.02,224.62,213.38,47.09,55.48,75.12,9.21,27.38,231.3,20.47,59.78,46.6,-1.96,-1.61,-1.53,2.88,1.21,0.82
istockphoto-2188481129-612x612.jpg,231.02,224.62,213.38,47.09,55.48,75.12,9.21,27.38,231.3,20.47,59.78,46.6,-1.96,-1.61,-1.53,2.88,1.21,0.82
istockphoto-2230793089-612x612.jpg,218.26,217.24,206.52,66.57,67.4,82.92,11.86,31.85,220.62,24.44,60.09,63.15,-1.6,-1.58,-1.35,1.14,1.09,0.15
istockphoto-2230793089-612x612.jpg,218.26,217.24,206.52,66.57,67.4,82.92,11.86,31.85,220.62,24.44,60.09,63.15,-1.6,-1.58,-1.35,1.14,1.09,0.15
istockphoto-453794089-612x612.jpg,217.45,212.58,193.45,63.36,66.98,92.2,11.95,47.74,219.32,21.98,75.29,60.35,-1.46,-1.24,-0.97,0.75,0.07,-0.86
istockphoto-453794089-612x612.jpg,217.45,212.58,193.45,63.36,66.98,92.2,11.95,47.74,219.32,21.98,75.29,60.35,-1.46,-1.24,-0.97,0.75,0.07,-0.86
istockphoto-464711675-612x612.jpg,205.8,202.32,181.35,67.94,69.22,90.34,26.74,56.38,212.74,37.89,76.74,59.76,-1.21,-1.12,-0.73,0.25,0.01,-1.08
istockphoto-464711675-612x612.jpg,205.8,202.32,181.35,67.94,69.22,90.34,26.74,56.38,212.74,37.89,76.74,59.76,-1.21,-1.12,-0.73,0.25,0.01,-1.08
istockphoto-465732960-612x612.jpg,216.06,215.68,202.61,68.3,67.39,85.8,12.97,34.71,218.5,23.66,62.97,64.69,-1.51,-1.44,-1.2,0.83,0.66,-0.27
istockphoto-465732960-612x612.jpg,216.06,215.68,202.61,68.3,67.39,85.8,12.97,34.71,218.5,23.66,62.97,64.69,-1.51,-1.44,-1.2,0.83,0.66,-0.27
istockphoto-467176151-612x612.jpg,235.07,230.95,218.51,48.98,54.75,77.91,7.89,29.45,236.08,19.66,68.2,46.49,-2.61,-2.27,-1.88,6.0,4.04,1.89
istockphoto-467176151-612x612.jpg,235.07,230.95,218.51,48.98,54.75,77.91,7.89,29.45,236.08,19.66,68.2,46.49,-2.61,-2.27,-1.88,6.0,4.04,1.89
