Nama_File,Mean_R,Mean_G,Mean_B,Std_R,Std_G,Std_B,Mean_H,Mean_S,Mean_V,Std_H,Std_S,Std_V,Skew_R,Skew_G,Skew_B,Kurt_R,Kurt_G,Kurt_B
istockphoto-181877576-612x612.jpg,231.31,230.02,194.66,40.37,44.79,98.87,10.57,56.98,232.37,17.11,97.13,39.51,-1.49,-1.72,-1.21,0.81,1.76,-0.35
istockphoto-184977324-612x612.jpg,231.01,225.56,198.86,40.78,52.7,92.79,9.36,49.79,231.45,15.82,87.33,40.13,-1.54,-1.84,-1.24,1.19,2.47,-0.24
istockphoto-184977324-612x612.jpg,231.01,225.56,198.86,40.78,52.7,92.79,9.36,49.79,231.45,15.82,87.33,40.13,-1.54,-1.84,-1.24,1.19,2.47,-0.24
istockphoto-2220579022-612x612.jpg,227.85,227.11,183.39,39.73,41.34,98.73,12.11,65.63,228.63,17.75,92.82,38.79,-1.14,-1.25,-0.79,-0.07,0.56,-1.16
istockphoto-2220579022-612x612.jpg,227.85,227.11,183.39,39.73,41.34,98.73,12.11,65.63,228.63,17.75,92.82,38.79,-1.14,-1.25,-0.79,-0.07,0.56,-1.16
istockphoto-2242248675-612x612.jpg,229.23,212.8,179.95,39.09,62.82,110.57,7.92,72.08,229.25,13.68,108.84,39.09,-1.24,-0.97,-0.87,0.7,-0.8,-1.18
istockphoto-2242248675-612x612.jpg,229.23,212.8,179.95,39.09,62.82,110.57,7.92,72.08,229.25,13.68,108.84,39.09,-1.24,-0.97,-0.87,0.7,-0.8,-1.18
istockphoto-465341926-612x612.jpg,233.76,222.9,165.1,28.19,42.98,101.56,14.53,84.11,234.61,19.03,98.63,27.89,-1.88,-1.29,-0.42,5.92,1.08,-1.58
istockphoto-465341926-612x612.jpg,233.76,222.9,165.1,28.19,42.98,101.56,14.53,84.11,234.61,19.03,98.63,27.89,-1.88,-1.29,-0.42,5.92,1.08,-1.58
istockphoto-466531300-612x612.jpg,236.99,234.16,191.31,32.7,36.38,95.4,10.58,59.08,237.8,18.2,91.32,30.44,-2.17,-1.98,-0.96,4.88,4.06,-0.9
