Nama_File,Canny_Edge_Density_Low,Canny_Edge_Density_Medium,Canny_Edge_Density_High,Canny_Contour_Count_Low,Canny_Contour_Count_Medium,Canny_Contour_Count_High,Canny_Avg_Contour_Length_Low,Canny_Avg_Contour_Length_Medium,Canny_Avg_Contour_Length_High,Sobel_Mean,Sobel_Std
istockphoto-2195988779-612x612.jpg,0.9596,0.7289,0.6993,12,7,5,476.16,611.27,820.53,12.4,49.3
istockphoto-2195988779-612x612.jpg,0.9596,0.7289,0.6993,12,7,5,476.16,611.27,820.53,12.4,49.3
istockphoto-2204068631-612x612.jpg,1.0084,0.8495,0.655,13,11,8,402.8,396.03,425.95,11.33,51.37
istockphoto-2204068631-612x612.jpg,1.0084,0.8495,0.655,13,11,8,402.8,396.03,425.95,11.33,51.37
istockphoto-2211104455-612x612.jpg,1.2009,0.7218,0.4686,21,15,7,350.51,294.0,402.35,15.08,48.0
istockphoto-2211104455-612x612.jpg,1.2009,0.7218,0.4686,21,15,7,350.51,294.0,402.35,15.08,48.0
istockphoto-2215332555-612x612.jpg,0.8641,0.6209,0.4353,14,7,7,339.19,484.02,337.66,10.8,46.33
istockphoto-2215332555-612x612.jpg,0.8641,0.6209,0.4353,14,7,7,339.19,484.02,337.66,10.8,46.33
istockphoto-2218376023-612x612.jpg,1.1158,0.6756,0.4874,11,8,9,452.2,381.51,243.41,14.71,38.85
istockphoto-2218376023-612x612.jpg,1.1158,0.6756,0.4874,11,8,9,452.2,381.51,243.41,14.71,38.85
istockphoto-2227962460-612x612.jpg,1.0412,0.6987,0.4624,11,6,6,475.91,578.88,378.52,20.24,49.09
istockphoto-2227962460-612x612.jpg,1.0412,0.6987,0.4624,11,6,6,475.91,578.88,378.52,20.24,49.09
istockphoto-469591494-612x612.jpg,0.5403,0.4778,0.3004,6,4,2,405.26,537.8,669.9,5.44,38.27
istockphoto-469591494-612x612.jpg,0.5403,0.4778,0.3004,6,4,2,405.26,537.8,669.9,5.44,38.27
istockphoto-494835429-612x612.jpg,0.8112,0.6198,0.4994,21,11,5,186.33,271.47,486.62,15.15,52.3
istockphoto-494835429-612x612.jpg,0.8112,0.6198,0.4994,21,11,5,186.33,271.47,486.62,15.15,52.3
istockphoto-514853138-612x612.jpg,1.0973,0.6764,0.4602,9,8,4,581.3,399.26,530.7,16.92,42.69
istockphoto-514853138-612x612.jpg,1.0973,0.6764,0.4602,9,8,4,581.3,399.26,530.7,16.92,42.69
istockphoto-514853306-612x612.jpg,1.1318,0.6488,0.316,17,13,7,317.18,235.37,218.89,15.19,40.65
istockphoto-514853306-612x612.jpg,1.1318,0.6488,0.316,17,13,7,317.18,235.37,218.89,15.19,40.65
istockphoto-518802266-612x612.jpg,0.784,0.6509,0.419,8,8,4,500.62,409.08,549.98,13.11,43.19
istockphoto-518802266-612x612.jpg,0.784,0.6509,0.419,8,8,4,500.62,409.08,549.98,13.11,43.19
istockphoto-579128056-612x612.jpg,0.8418,0.7934,0.6964,6,6,5,625.68,587.68,610.11,17.0,50.05
istockphoto-579128056-612x612.jpg,0.8418,0.7934,0.6964,6,6,5,625.68,587.68,610.11,17.0,50.05
istockphoto-811121870-612x612.jpg,0.7809,0.7217,0.3805,5,4,4,726.37,833.76,442.83,10.96,40.52
istockphoto-811121870-612x612.jpg,0.7809,0.7217,0.3805,5,4,4,726.37,833.76,442.83,10.96,40.52
istockphoto-813739486-612x612.jpg,1.0127,0.7795,0.7319,7,5,5,648.57,683.65,641.3,10.55,49.3
istockphoto-813739486-612x612.jpg,1.0127,0.7795,0.7319,7,5,5,648.57,683.65,641.3,10.55,49.3
istockphoto-943109786-612x612.jpg,0.5051,0.3835,0.369,7,6,5,299.97,272.88,317.35,6.85,38.56
istockphoto-943109786-612x612.jpg,0.5051,0.3835,0.369,7,6,5,299.97,272.88,317.35,6.85,38.56
istockphoto-978261872-612x612.jpg,1.0358,0.807,0.5725,14,9,7,327.25,391.41,358.62,13.56,54.18
istockphoto-978261872-612x612.jpg,1.0358,0.807,0.5725,14,9,7,327.25,391.41,358.62,13.56,54.18
