Kategori,Nama_File,Hue_1,Warna_1,Area,Perimeter,Circularity,Aspect_Ratio,Solidity,Extent,Mean_R,Mean_G,Mean_B,Std_R,Std_G,Std_B,Mean_H,Mean_S,Mean_V,Std_H,Std_S,Std_V,Skew_R,Skew_G,Skew_B,Kurt_R,Kurt_G,Kurt_B,Contrast,Correlation,Energy,Homogeneity,Dissimilarity,Entropy,FFT_Mean,FFT_Std,Gabor_Mean,GLCM_Contrast,GLCM_Dissimilarity,GLCM_Homogeneity,GLCM_Energy,GLCM_Correlation,GLCM_ASM,GLCM_Contrast_0deg,GLCM_Homogeneity_0deg,GLCM_Energy_0deg,GLCM_Contrast_45deg,GLCM_Homogeneity_45deg,GLCM_Energy_45deg,GLCM_Contrast_90deg,GLCM_Homogeneity_90deg,GLCM_Energy_90deg,GLCM_Contrast_135deg,GLCM_Homogeneity_135deg,GLCM_Energy_135deg,Canny_Edge_Density_Low,Canny_Edge_Density_Medium,Canny_Edge_Density_High,Canny_Contour_Count_Low,Canny_Contour_Count_Medium,Canny_Contour_Count_High,Canny_Avg_Contour_Length_Low,Canny_Avg_Contour_Length_Medium,Canny_Avg_Contour_Length_High,Sobel_Mean,Sobel_Std,Hue_2,Warna_2,Hue_3,Warna_3
nanas,istockphoto-1293845097-612x612.jpg,19.0,Oranye,248677.0,2036.0,0.753858673847898,0.67,1.0,0.9959190375496604,234.38,228.18,211.31,45.78,48.05,75.45,12.07,30.71,236.02,22.8,63.69,42.21,-2.28,-1.64,-1.42,4.08,1.46,0.5,2341.61,0.2121303834990265,0.4503527775421458,0.0,48.39,3.32,5555.45,116392.29,0.0,2.5406,0.5814,0.8366,0.7026,0.9629,0.4936,2.0321,0.8442,0.7038,3.3683,0.821,0.7013,1.6854,0.8547,0.7045,3.0769,0.8267,0.7007,5.5195,3.9128,2.3677,196,169,141,127.65,103.29,73.15,38.5,82.93,,,,
nanas,istockphoto-1293845097-612x612.jpg,19.0,Oranye,248677.0,2036.0,0.753858673847898,0.67,1.0,0.9959190375496604,234.38,228.18,211.31,45.78,48.05,75.45,12.07,30.71,236.02,22.8,63.69,42.21,-2.28,-1.64,-1.42,4.08,1.46,0.5,2341.61,0.2121303834990265,0.4503527775421458,0.0,48.39,3.32,5555.45,116392.29,0.0,2.5406,0.5814,0.8366,0.7026,0.9629,0.4936,2.0321,0.8442,0.7038,3.3683,0.821,0.7013,1.6854,0.8547,0.7045,3.0769,0.8267,0.7007,5.5195,3.9128,2.3677,196,169,141,127.65,103.29,73.15,38.5,82.93,,,,
nanas,istockphoto-135729530-612x612.jpg,16.0,Oranye,248066.0,2034.0,0.7534860403672529,0.67,1.0,0.99591302532479,217.45,213.16,203.46,65.68,70.54,82.56,11.81,32.15,218.54,24.87,58.68,64.35,-1.61,-1.47,-1.24,1.25,0.73,-0.09,4905.71,0.328314693559885,0.3862079396201124,0.01,70.04,3.91,10090.95,111607.76,0.0,6.7791,1.0475,0.7742,0.6517,0.9528,0.4248,5.8692,0.779,0.6523,8.2285,0.7646,0.6508,4.8791,0.7879,0.6535,8.1395,0.7654,0.6504,7.4702,6.0799,4.3034,415,346,324,81.23,78.19,57.87,64.16,124.3,,,,
nanas,istockphoto-135729530-612x612.jpg,16.0,Oranye,248066.0,2034.0,0.7534860403672529,0.67,1.0,0.99591302532479,217.45,213.16,203.46,65.68,70.54,82.56,11.81,32.15,218.54,24.87,58.68,64.35,-1.61,-1.47,-1.24,1.25,0.73,-0.09,4905.71,0.328314693559885,0.3862079396201124,0.01,70.04,3.91,10090.95,111607.76,0.0,6.7791,1.0475,0.7742,0.6517,0.9528,0.4248,5.8692,0.779,0.6523,8.2285,0.7646,0.6508,4.8791,0.7879,0.6535,8.1395,0.7654,0.6504,7.4702,6.0799,4.3034,415,346,324,81.23,78.19,57.87,64.16,124.3,,,,
nanas,istockphoto-1366787876-612x612.jpg,26.0,Kuning,248677.0,2036.0,0.753858673847898,0.67,1.0,0.9959190375496604,226.86,224.73,212.21,59.55,62.01,84.88,7.83,32.87,227.64,18.3,70.56,58.0,-1.94,-1.81,-1.61,2.3,1.74,0.79,4022.09,0.2832045072064054,0.5552074827090729,0.01,63.42,2.72,5281.92,116181.36,0.0,2.0577,0.4753,0.8666,0.7739,0.9829,0.5988,1.4857,0.8764,0.7745,2.5342,0.8581,0.7728,1.557,0.8745,0.775,2.6542,0.8574,0.773,4.3124,2.9584,1.7405,223,169,144,86.92,77.5,51.9,31.11,75.49,35.5,Hijau,,
nanas,istockphoto-1366787876-612x612.jpg,26.0,Kuning,248677.0,2036.0,0.753858673847898,0.67,1.0,0.9959190375496604,226.86,224.73,212.21,59.55,62.01,84.88,7.83,32.87,227.64,18.3,70.56,58.0,-1.94,-1.81,-1.61,2.3,1.74,0.79,4022.09,0.2832045072064054,0.5552074827090729,0.01,63.42,2.72,5281.92,116181.36,0.0,2.0577,0.4753,0.8666,0.7739,0.9829,0.5988,1.4857,0.8764,0.7745,2.5342,0.8581,0.7728,1.557,0.8745,0.775,2.6542,0.8574,0.773,4.3124,2.9584,1.7405,223,169,144,86.92,77.5,51.9,31.11,75.49,35.5,Hijau,,
nanas,istockphoto-144231660-612x612.jpg,18.0,Oranye,248677.0,2036.0,0.753858673847898,0.67,1.0,0.9959190375496604,226.33,220.37,206.45,54.86,61.19,83.44,10.06,35.59,226.74,22.82,69.55,54.14,-1.91,-1.58,-1.38,2.5,1.16,0.24,3726.37,0.2767513665646212,0.3913283803649901,0.01,61.04,3.74,7560.4,114112.6,0.03,4.0302,0.7364,0.8208,0.6803,0.9633,0.4628,3.3474,0.826,0.6811,5.0188,0.8107,0.679,2.8437,0.8349,0.6821,4.9108,0.8115,0.6792,5.8563,4.6064,3.0129,323,250,221,81.44,81.69,58.54,46.65,100.63,35.0,Hijau,33.0,Kuning
nanas,istockphoto-144231660-612x612.jpg,18.0,Oranye,248677.0,2036.0,0.753858673847898,0.67,1.0,0.9959190375496604,226.33,220.37,206.45,54.86,61.19,83.44,10.06,35.59,226.74,22.82,69.55,54.14,-1.91,-1.58,-1.38,2.5,1.16,0.24,3726.37,0.2767513665646212,0.3913283803649901,0.01,61.04,3.74,7560.4,114112.6,0.03,4.0302,0.7364,0.8208,0.6803,0.9633,0.4628,3.3474,0.826,0.6811,5.0188,0.8107,0.679,2.8437,0.8349,0.6821,4.9108,0.8115,0.6792,5.8563,4.6064,3.0129,323,250,221,81.44,81.69,58.54,46.65,100.63,35.0,Hijau,33.0,Kuning
nanas,istockphoto-144871786-612x612.jpg,14.0,Oranye,246233.0,2028.0,0.752350508921816,0.66,1.0,0.9958948100692422,207.41,195.05,180.55,64.44,76.64,93.78,27.05,55.82,208.27,42.19,82.64,64.06,-1.32,-1.02,-0.84,0.44,-0.51,-1.01,5500.57,0.3763474544147476,0.0423575876029196,0.01,74.17,6.12,10065.8,104214.69,-0.09,7.3457,1.1842,0.726,0.4282,0.9563,0.1834,5.9938,0.7358,0.4296,8.9067,0.7129,0.4264,5.3543,0.7431,0.4309,9.1278,0.7121,0.426,8.9238,7.0205,4.7479,491,386,353,80.79,79.83,57.54,73.51,129.13,,,,
nanas,istockphoto-144871786-612x612.jpg,14.0,Oranye,246233.0,2028.0,0.752350508921816,0.66,1.0,0.9958948100692422,207.41,195.05,180.55,64.44,76.64,93.78,27.05,55.82,208.27,42.19,82.64,64.06,-1.32,-1.02,-0.84,0.44,-0.51,-1.01,5500.57,0.3763474544147476,0.0423575876029196,0.01,74.17,6.12,10065.8,104214.69,-0.09,7.3457,1.1842,0.726,0.4282,0.9563,0.1834,5.9938,0.7358,0.4296,8.9067,0.7129,0.4264,5.3543,0.7431,0.4309,9.1278,0.7121,0.426,8.9238,7.0205,4.7479,491,386,353,80.79,79.83,57.54,73.51,129.13,,,,
nanas,istockphoto-152953394-612x612.jpg,36.75,Hijau,248677.0,2036.0,0.753858673847898,0.67,1.0,0.9959190375496604,220.82,220.58,207.06,56.49,56.24,78.34,23.68,30.63,222.83,38.3,58.07,54.09,-1.49,-1.46,-1.32,0.87,0.81,0.17,3419.87,0.2669062631989368,0.2974697525668081,0.01,58.48,4.29,7011.62,113099.8,-0.07,3.5145,0.7107,0.812,0.6301,0.9652,0.397,2.8497,0.8209,0.6316,4.5558,0.8008,0.6283,2.5056,0.8253,0.6315,4.147,0.8011,0.6289,5.719,4.0866,2.3661,252,196,153,101.62,91.81,66.49,44.96,92.88,29.0,Kuning,,
nanas,istockphoto-152953394-612x612.jpg,36.75,Hijau,248677.0,2036.0,0.753858673847898,0.67,1.0,0.9959190375496604,220.82,220.58,207.06,56.49,56.24,78.34,23.68,30.63,222.83,38.3,58.07,54.09,-1.49,-1.46,-1.32,0.87,0.81,0.17,3419.87,0.2669062631989368,0.2974697525668081,0.01,58.48,4.29,7011.62,113099.8,-0.07,3.5145,0.7107,0.812,0.6301,0.9652,0.397,2.8497,0.8209,0.6316,4.5558,0.8008,0.6283,2.5056,0.8253,0.6315,4.147,0.8011,0.6289,5.719,4.0866,2.3661,252,196,153,101.62,91.81,66.49,44.96,92.88,29.0,Kuning,,
nanas,istockphoto-152985782-612x612.jpg,13.0,Oranye,249899.0,2040.0,0.7545952158202958,0.67,1.0,0.9959309740156225,228.43,224.21,215.18,54.83,61.34,74.82,23.56,27.78,230.34,26.73,57.99,51.53,-2.1,-1.9,-1.69,3.37,2.3,1.29,3630.45,0.2684544372231527,0.2775731459988759,0.01,60.25,3.66,8381.73,116107.36,0.01,4.791,0.7097,0.8432,0.7502,0.9553,0.5628,4.1006,0.8461,0.7506,5.9776,0.837,0.7492,3.4091,0.8547,0.7518,5.6768,0.835,0.7493,5.1311,4.354,3.1026,247,228,205,93.15,84.2,64.94,44.57,111.27,,,,
nanas,istockphoto-152985782-612x612.jpg,13.0,Oranye,249899.0,2040.0,0.7545952158202958,0.67,1.0,0.9959309740156225,228.43,224.21,215.18,54.83,61.34,74.82,23.56,27.78,230.34,26.73,57.99,51.53,-2.1,-1.9,-1.69,3.37,2.3,1.29,3630.45,0.2684544372231527,0.2775731459988759,0.01,60.25,3.66,8381.73,116107.36,0.01,4.791,0.7097,0.8432,0.7502,0.9553,0.5628,4.1006,0.8461,0.7506,5.9776,0.837,0.7492,3.4091,0.8547,0.7518,5.6768,0.835,0.7493,5.1311,4.354,3.1026,247,228,205,93.15,84.2,64.94,44.57,111.27,,,,
nanas,istockphoto-152995139-612x612.jpg,15.0,Oranye,253565.0,2052.0,0.756736109883284,0.68,1.0,0.9959660947712419,216.65,209.7,189.13,59.3,65.34,90.55,14.29,51.34,220.56,24.8,76.16,53.57,-1.24,-1.05,-0.82,0.01,-0.38,-1.06,4231.05,0.3105835171023862,0.338134097776407,0.01,65.05,4.13,8719.53,110309.32,0.0,4.9909,0.9482,0.7623,0.6093,0.9596,0.3712,3.9276,0.7732,0.6104,6.0178,0.7515,0.608,3.8862,0.7752,0.6111,6.1318,0.7491,0.6076,7.7665,5.4334,3.1965,347,292,242,102.83,83.87,57.68,58.73,105.16,,,,
nanas,istockphoto-152995139-612x612.jpg,15.0,Oranye,253565.0,2052.0,0.756736109883284,0.68,1.0,0.9959660947712419,216.65,209.7,189.13,59.3,65.34,90.55,14.29,51.34,220.56,24.8,76.16,53.57,-1.24,-1.05,-0.82,0.01,-0.38,-1.06,4231.05,0.3105835171023862,0.338134097776407,0.01,65.05,4.13,8719.53,110309.32,0.0,4.9909,0.9482,0.7623,0.6093,0.9596,0.3712,3.9276,0.7732,0.6104,6.0178,0.7515,0.608,3.8862,0.7752,0.6111,6.1318,0.7491,0.6076,7.7665,5.4334,3.1965,347,292,242,102.83,83.87,57.68,58.73,105.16,,,,
nanas,istockphoto-155135289-612x612.jpg,16.0,Oranye,248677.0,2036.0,0.753858673847898,0.67,1.0,0.9959190375496604,219.39,214.64,199.77,59.76,64.7,85.28,14.07,39.04,221.87,23.86,69.91,55.91,-1.54,-1.37,-1.17,1.18,0.57,-0.24,4179.09,0.3015664281802352,0.3544796343172213,0.01,64.65,4.04,8220.31,111580.75,-0.01,4.6923,0.8305,0.7944,0.6435,0.9619,0.4141,3.6007,0.8021,0.6448,6.1343,0.7819,0.6419,3.6038,0.8107,0.6451,5.4304,0.7828,0.642,6.3557,4.8311,3.1578,337,256,215,84.84,83.85,63.53,52.71,107.47,,,,
nanas,istockphoto-155135289-612x612.jpg,16.0,Oranye,248677.0,2036.0,0.753858673847898,0.67,1.0,0.9959190375496604,219.39,214.64,199.77,59.76,64.7,85.28,14.07,39.04,221.87,23.86,69.91,55.91,-1.54,-1.37,-1.17,1.18,0.57,-0.24,4179.09,0.3015664281802352,0.3544796343172213,0.01,64.65,4.04,8220.31,111580.75,-0.01,4.6923,0.8305,0.7944,0.6435,0.9619,0.4141,3.6007,0.8021,0.6448,6.1343,0.7819,0.6419,3.6038,0.8107,0.6451,5.4304,0.7828,0.642,6.3557,4.8311,3.1578,337,256,215,84.84,83.85,63.53,52.71,107.47,,,,
nanas,istockphoto-172923656-612x612.jpg,17.6,Oranye,252343.0,2048.0,0.7560338163230983,0.68,1.0,0.9959545009630261,222.65,218.82,203.93,57.21,59.97,84.45,17.07,38.34,226.34,32.56,71.92,50.43,-1.63,-1.38,-1.29,1.43,0.52,0.03,3685.27,0.2781308333943252,0.3738424510870018,0.01,60.71,3.76,7911.7,113761.03,-0.0,4.2845,0.7924,0.803,0.6818,0.9603,0.4648,3.3895,0.8102,0.6831,5.3317,0.7949,0.6802,3.2623,0.8141,0.6831,5.1544,0.7927,0.6806,6.6654,4.5021,2.5275,284,230,155,106.58,86.31,69.58,49.82,101.85,,,,
nanas,istockphoto-172923656-612x612.jpg,17.6,Oranye,252343.0,2048.0,0.7560338163230983,0.68,1.0,0.9959545009630261,222.65,218.82,203.93,57.21,59.97,84.45,17.07,38.34,226.34,32.56,71.92,50.43,-1.63,-1.38,-1.29,1.43,0.52,0.03,3685.27,0.2781308333943252,0.3738424510870018,0.01,60.71,3.76,7911.7,113761.03,-0.0,4.2845,0.7924,0.803,0.6818,0.9603,0.4648,3.3895,0.8102,0.6831,5.3317,0.7949,0.6802,3.2623,0.8141,0.6831,5.1544,0.7927,0.6806,6.6654,4.5021,2.5275,284,230,155,106.58,86.31,69.58,49.82,101.85,,,,
nanas,istockphoto-172932390-612x612.jpg,18.0,Oranye,248677.0,2036.0,0.753858673847898,0.67,1.0,0.9959190375496604,212.38,212.27,193.86,68.3,65.26,90.84,19.07,47.91,218.57,31.43,80.25,59.9,-1.36,-1.29,-1.08,0.51,0.42,-0.47,4570.08,0.3215985400091944,0.331518265644575,0.01,67.6,4.17,8706.2,109994.02,-0.01,5.2448,0.9294,0.7756,0.6259,0.961,0.3918,4.1054,0.7839,0.6273,6.4871,0.7631,0.6244,3.9506,0.7893,0.6273,6.436,0.7662,0.6246,7.1243,5.8531,4.0581,319,269,257,99.49,95.93,67.88,58.91,112.05,,,,
nanas,istockphoto-172932390-612x612.jpg,18.0,Oranye,248677.0,2036.0,0.753858673847898,0.67,1.0,0.9959190375496604,212.38,212.27,193.86,68.3,65.26,90.84,19.07,47.91,218.57,31.43,80.25,59.9,-1.36,-1.29,-1.08,0.51,0.42,-0.47,4570.08,0.3215985400091944,0.331518265644575,0.01,67.6,4.17,8706.2,109994.02,-0.01,5.2448,0.9294,0.7756,0.6259,0.961,0.3918,4.1054,0.7839,0.6273,6.4871,0.7631,0.6244,3.9506,0.7893,0.6273,6.436,0.7662,0.6246,7.1243,5.8531,4.0581,319,269,257,99.49,95.93,67.88,58.91,112.05,,,,
nanas,istockphoto-173935152-612x612.jpg,17.0,Oranye,248677.0,2036.0,0.753858673847898,0.67,1.0,0.9959190375496604,213.5,215.22,205.45,67.0,62.75,77.8,23.0,29.56,217.9,35.67,56.85,60.59,-1.45,-1.38,-1.3,0.85,0.62,0.22,4262.82,0.3056825602042307,0.3082066176104643,0.01,65.29,4.34,9264.22,111219.27,0.01,5.9955,0.9611,0.7788,0.6218,0.952,0.3866,4.7564,0.7872,0.623,7.5483,0.7697,0.6201,4.5735,0.7896,0.6235,7.1037,0.7688,0.6206,7.407,5.8499,4.1074,331,249,238,99.43,102.68,73.29,60.71,120.41,,,,
nanas,istockphoto-173935152-612x612.jpg,17.0,Oranye,248677.0,2036.0,0.753858673847898,0.67,1.0,0.9959190375496604,213.5,215.22,205.45,67.0,62.75,77.8,23.0,29.56,217.9,35.67,56.85,60.59,-1.45,-1.38,-1.3,0.85,0.62,0.22,4262.82,0.3056825602042307,0.3082066176104643,0.01,65.29,4.34,9264.22,111219.27,0.01,5.9955,0.9611,0.7788,0.6218,0.952,0.3866,4.7564,0.7872,0.623,7.5483,0.7697,0.6201,4.5735,0.7896,0.6235,7.1037,0.7688,0.6206,7.407,5.8499,4.1074,331,249,238,99.43,102.68,73.29,60.71,120.41,,,,
nanas,istockphoto-174841598-612x612.jpg,13.0,Oranye,248677.0,2036.0,0.753858673847898,0.67,1.0,0.9959190375496604,217.26,209.16,187.39,65.11,65.82,93.91,14.9,59.89,225.46,27.62,86.93,47.85,-1.81,-1.05,-0.86,2.29,-0.36,-1.0,4328.75,0.3146510079449692,0.332105511486127,0.01,65.79,4.18,7960.69,109246.6,0.0,4.5169,0.8906,0.7681,0.6082,0.9646,0.3699,3.1986,0.7805,0.61,5.8051,0.7539,0.6067,3.6843,0.7803,0.6093,5.3795,0.7574,0.6068,7.5364,5.1723,2.9792,300,261,189,112.32,86.64,67.07,56.43,103.14,,,,
nanas,istockphoto-174841598-612x612.jpg,13.0,Oranye,248677.0,2036.0,0.753858673847898,0.67,1.0,0.9959190375496604,217.26,209.16,187.39,65.11,65.82,93.91,14.9,59.89,225.46,27.62,86.93,47.85,-1.81,-1.05,-0.86,2.29,-0.36,-1.0,4328.75,0.3146510079449692,0.332105511486127,0.01,65.79,4.18,7960.69,109246.6,0.0,4.5169,0.8906,0.7681,0.6082,0.9646,0.3699,3.1986,0.7805,0.61,5.8051,0.7539,0.6067,3.6843,0.7803,0.6093,5.3795,0.7574,0.6068,7.5364,5.1723,2.9792,300,261,189,112.32,86.64,67.07,56.43,103.14,,,,
nanas,istockphoto-176123145-612x612.jpg,14.0,Oranye,234624.0,1990.0,0.7445196179448516,0.63,1.0,0.995772854596384,234.1,224.39,211.69,45.9,58.1,76.99,10.95,34.52,234.3,25.86,68.43,45.7,-2.71,-2.04,-1.64,7.4,3.39,1.28,3063.9,0.2450919163346516,0.4153304096625597,0.01,55.35,3.63,9367.23,112481.48,0.0,6.5855,0.9713,0.7902,0.6798,0.9252,0.4621,5.173,0.7943,0.6806,8.4265,0.7798,0.6781,4.9428,0.8063,0.6821,7.7999,0.7803,0.6782,6.6085,5.5802,4.1597,332,262,245,84.89,90.07,70.66,61.0,127.43,,,,
nanas,istockphoto-176123145-612x612.jpg,14.0,Oranye,234624.0,1990.0,0.7445196179448516,0.63,1.0,0.995772854596384,234.1,224.39,211.69,45.9,58.1,76.99,10.95,34.52,234.3,25.86,68.43,45.7,-2.71,-2.04,-1.64,7.4,3.39,1.28,3063.9,0.2450919163346516,0.4153304096625597,0.01,55.35,3.63,9367.23,112481.48,0.0,6.5855,0.9713,0.7902,0.6798,0.9252,0.4621,5.173,0.7943,0.6806,8.4265,0.7798,0.6781,4.9428,0.8063,0.6821,7.7999,0.7803,0.6782,6.6085,5.5802,4.1597,332,262,245,84.89,90.07,70.66,61.0,127.43,,,,
nanas,istockphoto-178499769-612x612.jpg,20.8,Oranye,248677.0,2036.0,0.753858673847898,0.67,1.0,0.9959190375496604,220.2,213.06,189.0,58.94,63.23,93.8,12.68,52.82,221.56,21.97,83.33,56.91,-1.53,-1.21,-0.93,1.08,0.11,-0.82,4107.57,0.3016688234781236,0.3553237196125478,0.01,64.09,4.08,9526.15,110477.11,0.0,6.1209,1.0526,0.7511,0.6179,0.9487,0.3819,4.7845,0.7588,0.6185,7.2588,0.7418,0.6167,4.8238,0.7649,0.6201,7.6166,0.7389,0.6165,8.0266,5.9965,3.8435,403,328,278,89.71,81.24,59.64,65.04,117.58,,,,
nanas,istockphoto-178499769-612x612.jpg,20.8,Oranye,248677.0,2036.0,0.753858673847898,0.67,1.0,0.9959190375496604,220.2,213.06,189.0,58.94,63.23,93.8,12.68,52.82,221.56,21.97,83.33,56.91,-1.53,-1.21,-0.93,1.08,0.11,-0.82,4107.57,0.3016688234781236,0.3553237196125478,0.01,64.09,4.08,9526.15,110477.11,0.0,6.1209,1.0526,0.7511,0.6179,0.9487,0.3819,4.7845,0.7588,0.6185,7.2588,0.7418,0.6167,4.8238,0.7649,0.6201,7.6166,0.7389,0.6165,8.0266,5.9965,3.8435,403,328,278,89.71,81.24,59.64,65.04,117.58,,,,
nanas,istockphoto-178740379-612x612.jpg,16.0,Oranye,225459.0,1960.0,0.7375055581900263,0.6,1.0,0.9956677265500795,218.3,216.05,205.55,62.6,66.07,81.64,12.68,31.77,220.74,24.03,61.58,58.85,-1.46,-1.44,-1.27,0.82,0.72,-0.02,4400.18,0.307778345558479,0.4311879506302648,0.01,66.33,3.51,7859.15,107018.48,0.0,4.7239,0.8023,0.8088,0.6861,0.9636,0.4708,3.9976,0.8113,0.6866,5.6411,0.7993,0.685,3.3006,0.8261,0.6886,5.9564,0.7987,0.6844,6.4331,5.0071,3.298,224,200,161,116.68,99.47,79.0,50.75,108.67,,,,
nanas,istockphoto-178740379-612x612.jpg,16.0,Oranye,225459.0,1960.0,0.7375055581900263,0.6,1.0,0.9956677265500795,218.3,216.05,205.55,62.6,66.07,81.64,12.68,31.77,220.74,24.03,61.58,58.85,-1.46,-1.44,-1.27,0.82,0.72,-0.02,4400.18,0.307778345558479,0.4311879506302648,0.01,66.33,3.51,7859.15,107018.48,0.0,4.7239,0.8023,0.8088,0.6861,0.9636,0.4708,3.9976,0.8113,0.6866,5.6411,0.7993,0.685,3.3006,0.8261,0.6886,5.9564,0.7987,0.6844,6.4331,5.0071,3.298,224,200,161,116.68,99.47,79.0,50.75,108.67,,,,
nanas,istockphoto-178782647-612x612.jpg,44.0,Hijau,247455.0,2032.0,0.7531104784995798,0.66,1.0,0.9959069834830484,213.44,213.16,194.49,71.56,68.7,94.28,13.93,48.08,217.74,24.86,79.2,64.79,-1.44,-1.32,-1.06,0.48,0.22,-0.68,5137.29,0.3395040701968036,0.4123382000675116,0.01,71.67,3.69,9664.86,110713.62,0.0,6.7596,0.9895,0.7858,0.6668,0.9552,0.4446,5.7569,0.7893,0.6676,8.2907,0.776,0.6661,4.6659,0.8035,0.6686,8.3249,0.7746,0.6647,7.1807,5.8119,4.2295,343,261,261,93.84,98.6,70.5,62.37,128.93,,,,
nanas,istockphoto-178782647-612x612.jpg,44.0,Hijau,247455.0,2032.0,0.7531104784995798,0.66,1.0,0.9959069834830484,213.44,213.16,194.49,71.56,68.7,94.28,13.93,48.08,217.74,24.86,79.2,64.79,-1.44,-1.32,-1.06,0.48,0.22,-0.68,5137.29,0.3395040701968036,0.4123382000675116,0.01,71.67,3.69,9664.86,110713.62,0.0,6.7596,0.9895,0.7858,0.6668,0.9552,0.4446,5.7569,0.7893,0.6676,8.2907,0.776,0.6661,4.6659,0.8035,0.6686,8.3249,0.7746,0.6647,7.1807,5.8119,4.2295,343,261,261,93.84,98.6,70.5,62.37,128.93,,,,
nanas,istockphoto-182231981-612x612.jpg,16.0,Oranye,248677.0,2036.0,0.753858673847898,0.67,1.0,0.9959190375496604,228.17,221.01,206.95,48.53,58.08,77.85,11.1,35.39,229.05,22.79,64.76,47.17,-1.75,-1.6,-1.32,2.05,1.49,0.26,3219.98,0.2561264775011344,0.4165766423245818,0.01,56.74,3.63,8343.47,113976.38,0.0,5.0392,0.9029,0.786,0.671,0.946,0.4503,3.7582,0.796,0.6722,6.1118,0.7759,0.6698,4.0041,0.7978,0.6727,6.2827,0.7743,0.6694,7.2016,5.7742,3.425,347,296,292,93.89,87.0,50.3,56.19,108.23,,,,
nanas,istockphoto-182231981-612x612.jpg,16.0,Oranye,248677.0,2036.0,0.753858673847898,0.67,1.0,0.9959190375496604,228.17,221.01,206.95,48.53,58.08,77.85,11.1,35.39,229.05,22.79,64.76,47.17,-1.75,-1.6,-1.32,2.05,1.49,0.26,3219.98,0.2561264775011344,0.4165766423245818,0.01,56.74,3.63,8343.47,113976.38,0.0,5.0392,0.9029,0.786,0.671,0.946,0.4503,3.7582,0.796,0.6722,6.1118,0.7759,0.6698,4.0041,0.7978,0.6727,6.2827,0.7743,0.6694,7.2016,5.7742,3.425,347,296,292,93.89,87.0,50.3,56.19,108.23,,,,
nanas,istockphoto-182473485-612x612.jpg,20.0,Oranye,265785.0,2092.0,0.763162410050089,0.71,1.0,0.9960761827666846,221.56,216.97,197.89,57.68,60.84,87.21,13.61,44.5,224.61,24.03,74.45,52.56,-1.57,-1.34,-1.11,1.22,0.44,-0.43,3825.58,0.2861276714689914,0.3890049193571312,0.01,61.85,3.82,8684.82,115818.33,0.0,5.0467,0.8851,0.786,0.6502,0.9549,0.4227,4.0118,0.796,0.6514,6.3993,0.7746,0.6486,3.747,0.7977,0.6514,6.0286,0.7758,0.6492,7.1078,5.5046,3.4685,342,299,250,99.69,86.82,64.09,55.88,110.21,,,,
nanas,istockphoto-182473485-612x612.jpg,20.0,Oranye,265785.0,2092.0,0.763162410050089,0.71,1.0,0.9960761827666846,221.56,216.97,197.89,57.68,60.84,87.21,13.61,44.5,224.61,24.03,74.45,52.56,-1.57,-1.34,-1.11,1.22,0.44,-0.43,3825.58,0.2861276714689914,0.3890049193571312,0.01,61.85,3.82,8684.82,115818.33,0.0,5.0467,0.8851,0.786,0.6502,0.9549,0.4227,4.0118,0.796,0.6514,6.3993,0.7746,0.6486,3.747,0.7977,0.6514,6.0286,0.7758,0.6492,7.1078,5.5046,3.4685,342,299,250,99.69,86.82,64.09,55.88,110.21,,,,
nanas,istockphoto-185144690-612x612.jpg,26.5,Kuning,234624.0,1990.0,0.7445196179448516,0.63,1.0,0.995772854596384,230.56,225.64,203.8,45.14,48.97,80.75,14.26,41.28,231.98,26.45,71.21,43.16,-1.98,-1.68,-1.3,3.23,1.98,0.19,2528.22,0.2238503472886771,0.3617185737436192,0.0,50.28,3.94,7763.66,111460.65,0.0,4.6171,0.8748,0.7782,0.6367,0.9364,0.4054,3.9038,0.7848,0.6372,5.8167,0.7657,0.6353,3.1758,0.7955,0.6393,5.5722,0.7667,0.635,7.2473,5.258,3.1462,330,280,247,93.51,78.51,51.81,55.18,104.81,24.0,Oranye,,
nanas,istockphoto-185144690-612x612.jpg,26.5,Kuning,234624.0,1990.0,0.7445196179448516,0.63,1.0,0.995772854596384,230.56,225.64,203.8,45.14,48.97,80.75,14.26,41.28,231.98,26.45,71.21,43.16,-1.98,-1.68,-1.3,3.23,1.98,0.19,2528.22,0.2238503472886771,0.3617185737436192,0.0,50.28,3.94,7763.66,111460.65,0.0,4.6171,0.8748,0.7782,0.6367,0.9364,0.4054,3.9038,0.7848,0.6372,5.8167,0.7657,0.6353,3.1758,0.7955,0.6393,5.5722,0.7667,0.635,7.2473,5.258,3.1462,330,280,247,93.51,78.51,51.81,55.18,104.81,24.0,Oranye,,
nanas,istockphoto-186807261-612x612.jpg,30.0,Kuning,218127.0,1936.0,0.7313219093103067,0.58,1.0,0.9955772811918063,224.58,214.22,192.85,50.78,67.4,92.5,14.65,53.02,225.44,30.03,85.33,49.86,-1.71,-1.64,-1.06,2.28,1.69,-0.55,4081.56,0.2973107130865159,0.3376198654821944,0.01,63.89,4.15,8759.78,104566.85,0.0,5.9412,0.9966,0.7686,0.629,0.9501,0.3957,4.3978,0.7755,0.63,7.0447,0.7573,0.6278,4.8298,0.7833,0.6313,7.4926,0.7581,0.6271,7.19,5.6952,4.1817,340,252,254,83.08,87.76,62.62,62.17,117.64,,,,
