Kategori,Nama_File,GLCM_Contrast,GLCM_Dissimilarity,GLCM_Homogeneity,GLCM_Energy,GLCM_Correlation,GLCM_ASM,GLCM_Contrast_0deg,GLCM_Homogeneity_0deg,GLCM_Energy_0deg,GLCM_Contrast_45deg,GLCM_Homogeneity_45deg,GLCM_Energy_45deg,GLCM_Contrast_90deg,GLCM_Homogeneity_90deg,GLCM_Energy_90deg,GLCM_Contrast_135deg,GLCM_Homogeneity_135deg,GLCM_Energy_135deg
pisang,istockphoto-174192325-612x612.jpg,0.6848,0.2057,0.9243,0.5762,0.9888,0.332,0.6312,0.9251,0.5768,1.0812,0.9002,0.5739,0.4052,0.9406,0.5777,0.6215,0.9314,0.5762
pisang,istockphoto-174192325-612x612.jpg,0.6848,0.2057,0.9243,0.5762,0.9888,0.332,0.6312,0.9251,0.5768,1.0812,0.9002,0.5739,0.4052,0.9406,0.5777,0.6215,0.9314,0.5762
pisang,istockphoto-175129786-612x612.jpg,0.5762,0.185,0.9313,0.5642,0.9846,0.3184,0.4682,0.9457,0.5668,0.7988,0.9204,0.5629,0.3994,0.9348,0.5652,0.6382,0.9242,0.562
pisang,istockphoto-175129786-612x612.jpg,0.5762,0.185,0.9313,0.5642,0.9846,0.3184,0.4682,0.9457,0.5668,0.7988,0.9204,0.5629,0.3994,0.9348,0.5652,0.6382,0.9242,0.562
pisang,istockphoto-176810394-612x612.jpg,0.18,0.0684,0.9734,0.7481,0.9831,0.5596,0.1004,0.9822,0.75,0.2007,0.9688,0.7471,0.1656,0.9729,0.7483,0.2536,0.9698,0.747
pisang,istockphoto-176810394-612x612.jpg,0.18,0.0684,0.9734,0.7481,0.9831,0.5596,0.1004,0.9822,0.75,0.2007,0.9688,0.7471,0.1656,0.9729,0.7483,0.2536,0.9698,0.747
pisang,istockphoto-177100013-612x612.jpg,0.4129,0.1631,0.9347,0.573,0.9801,0.3283,0.2358,0.9564,0.5768,0.6085,0.9235,0.5711,0.3767,0.9332,0.5733,0.4307,0.9258,0.5707
pisang,istockphoto-177100013-612x612.jpg,0.4129,0.1631,0.9347,0.573,0.9801,0.3283,0.2358,0.9564,0.5768,0.6085,0.9235,0.5711,0.3767,0.9332,0.5733,0.4307,0.9258,0.5707
pisang,istockphoto-178377154-612x612.jpg,0.566,0.1827,0.932,0.6046,0.9875,0.3655,0.4171,0.9484,0.6073,0.8846,0.9145,0.6026,0.4384,0.9335,0.605,0.5237,0.9316,0.6033
pisang,istockphoto-178377154-612x612.jpg,0.566,0.1827,0.932,0.6046,0.9875,0.3655,0.4171,0.9484,0.6073,0.8846,0.9145,0.6026,0.4384,0.9335,0.605,0.5237,0.9316,0.6033
pisang,istockphoto-178564443-612x612.jpg,0.293,0.1177,0.9526,0.6323,0.9903,0.3998,0.1969,0.9703,0.6354,0.3371,0.9453,0.6309,0.2417,0.9512,0.6325,0.3964,0.9437,0.6305
pisang,istockphoto-178564443-612x612.jpg,0.293,0.1177,0.9526,0.6323,0.9903,0.3998,0.1969,0.9703,0.6354,0.3371,0.9453,0.6309,0.2417,0.9512,0.6325,0.3964,0.9437,0.6305
pisang,istockphoto-179066874-612x612.jpg,0.6021,0.1872,0.9319,0.6855,0.99,0.47,0.4029,0.9459,0.6874,0.5318,0.9347,0.6853,0.5175,0.9314,0.6858,0.956,0.9158,0.6837
pisang,istockphoto-179066874-612x612.jpg,0.6021,0.1872,0.9319,0.6855,0.99,0.47,0.4029,0.9459,0.6874,0.5318,0.9347,0.6853,0.5175,0.9314,0.6858,0.956,0.9158,0.6837
pisang,istockphoto-184758160-612x612.jpg,0.966,0.2315,0.9227,0.5693,0.9835,0.3241,0.7134,0.9396,0.5724,1.0273,0.9196,0.5683,0.7475,0.9258,0.5696,1.3758,0.9058,0.5668
pisang,istockphoto-184758160-612x612.jpg,0.966,0.2315,0.9227,0.5693,0.9835,0.3241,0.7134,0.9396,0.5724,1.0273,0.9196,0.5683,0.7475,0.9258,0.5696,1.3758,0.9058,0.5668
pisang,istockphoto-185302736-612x612.jpg,0.8467,0.2221,0.9231,0.5967,0.9853,0.3561,0.4988,0.9462,0.5994,1.2424,0.9067,0.5947,0.75,0.9208,0.597,0.8957,0.9188,0.5956
pisang,istockphoto-185302736-612x612.jpg,0.8467,0.2221,0.9231,0.5967,0.9853,0.3561,0.4988,0.9462,0.5994,1.2424,0.9067,0.5947,0.75,0.9208,0.597,0.8957,0.9188,0.5956
pisang,istockphoto-186012002-612x612.jpg,0.1655,0.0676,0.9724,0.8181,0.9891,0.6694,0.1021,0.983,0.8196,0.2174,0.9658,0.8171,0.1387,0.9723,0.8184,0.2038,0.9684,0.8175
pisang,istockphoto-186012002-612x612.jpg,0.1655,0.0676,0.9724,0.8181,0.9891,0.6694,0.1021,0.983,0.8196,0.2174,0.9658,0.8171,0.1387,0.9723,0.8184,0.2038,0.9684,0.8175
pisang,istockphoto-2209570997-612x612.jpg,0.5231,0.1705,0.9378,0.6754,0.9915,0.4561,0.3538,0.9566,0.6778,0.6996,0.9273,0.6742,0.4202,0.9375,0.6755,0.6188,0.9297,0.674
pisang,istockphoto-2209570997-612x612.jpg,0.5231,0.1705,0.9378,0.6754,0.9915,0.4561,0.3538,0.9566,0.6778,0.6996,0.9273,0.6742,0.4202,0.9375,0.6755,0.6188,0.9297,0.674
pisang,istockphoto-453270811-612x612.jpg,1.1574,0.296,0.8972,0.5835,0.9861,0.3405,0.8386,0.9173,0.5855,1.7607,0.8729,0.582,0.9351,0.901,0.584,1.0954,0.8976,0.5826
pisang,istockphoto-453270811-612x612.jpg,1.1574,0.296,0.8972,0.5835,0.9861,0.3405,0.8386,0.9173,0.5855,1.7607,0.8729,0.582,0.9351,0.901,0.584,1.0954,0.8976,0.5826
pisang,istockphoto-462433767-612x612.jpg,0.8161,0.2388,0.9149,0.62,0.9879,0.3844,0.5563,0.937,0.6221,0.9488,0.908,0.6189,0.6625,0.9156,0.6205,1.0968,0.899,0.6186
pisang,istockphoto-462433767-612x612.jpg,0.8161,0.2388,0.9149,0.62,0.9879,0.3844,0.5563,0.937,0.6221,0.9488,0.908,0.6189,0.6625,0.9156,0.6205,1.0968,0.899,0.6186
pisang,istockphoto-468554282-612x612.jpg,0.372,0.1202,0.9548,0.6196,0.9874,0.3839,0.1928,0.9731,0.6221,0.4806,0.946,0.618,0.3475,0.9523,0.6201,0.4671,0.9478,0.6184
pisang,istockphoto-468554282-612x612.jpg,0.372,0.1202,0.9548,0.6196,0.9874,0.3839,0.1928,0.9731,0.6221,0.4806,0.946,0.618,0.3475,0.9523,0.6201,0.4671,0.9478,0.6184
pisang,istockphoto-486818690-612x612.jpg,0.7504,0.2088,0.9258,0.5492,0.986,0.3016,0.6048,0.9367,0.5513,0.8648,0.9109,0.5468,0.5362,0.9324,0.55,0.9958,0.9232,0.5487
pisang,istockphoto-486818690-612x612.jpg,0.7504,0.2088,0.9258,0.5492,0.986,0.3016,0.6048,0.9367,0.5513,0.8648,0.9109,0.5468,0.5362,0.9324,0.55,0.9958,0.9232,0.5487
pisang,istockphoto-490514186-612x612.jpg,0.5662,0.1704,0.9378,0.5855,0.9794,0.3428,0.4263,0.9523,0.5878,0.5839,0.9327,0.5841,0.424,0.9397,0.5862,0.8308,0.9265,0.5838
pisang,istockphoto-490514186-612x612.jpg,0.5662,0.1704,0.9378,0.5855,0.9794,0.3428,0.4263,0.9523,0.5878,0.5839,0.9327,0.5841,0.424,0.9397,0.5862,0.8308,0.9265,0.5838
pisang,istockphoto-495671192-612x612.jpg,0.9425,0.2587,0.9071,0.4637,0.9858,0.215,0.6439,0.9333,0.4676,1.0486,0.9047,0.4624,0.7433,0.9058,0.464,1.3341,0.8847,0.4607
pisang,istockphoto-495671192-612x612.jpg,0.9425,0.2587,0.9071,0.4637,0.9858,0.215,0.6439,0.9333,0.4676,1.0486,0.9047,0.4624,0.7433,0.9058,0.464,1.3341,0.8847,0.4607
pisang,istockphoto-499360203-612x612.jpg,0.3471,0.1081,0.9574,0.6677,0.9809,0.4458,0.2591,0.9725,0.6709,0.4424,0.9521,0.6664,0.2556,0.9561,0.6676,0.4313,0.9491,0.6658
pisang,istockphoto-499360203-612x612.jpg,0.3471,0.1081,0.9574,0.6677,0.9809,0.4458,0.2591,0.9725,0.6709,0.4424,0.9521,0.6664,0.2556,0.9561,0.6676,0.4313,0.9491,0.6658
pisang,istockphoto-499436327-612x612.jpg,1.4324,0.3266,0.8889,0.4271,0.9765,0.1824,1.1256,0.9109,0.4305,1.4975,0.8877,0.4256,1.0827,0.894,0.4283,2.024,0.863,0.4239
pisang,istockphoto-499436327-612x612.jpg,1.4324,0.3266,0.8889,0.4271,0.9765,0.1824,1.1256,0.9109,0.4305,1.4975,0.8877,0.4256,1.0827,0.894,0.4283,2.024,0.863,0.4239
pisang,istockphoto-512335536-612x612.jpg,0.5614,0.1816,0.9324,0.6456,0.9835,0.4169,0.4789,0.9389,0.6464,0.7589,0.928,0.6449,0.3664,0.9427,0.6473,0.6412,0.9201,0.644
pisang,istockphoto-512335536-612x612.jpg,0.5614,0.1816,0.9324,0.6456,0.9835,0.4169,0.4789,0.9389,0.6464,0.7589,0.928,0.6449,0.3664,0.9427,0.6473,0.6412,0.9201,0.644
pisang,istockphoto-519124142-612x612.jpg,1.0009,0.1984,0.9393,0.7432,0.9606,0.5523,0.6171,0.9541,0.7448,1.4379,0.9282,0.7419,0.8609,0.9397,0.7436,1.0876,0.9352,0.7423
pisang,istockphoto-519124142-612x612.jpg,1.0009,0.1984,0.9393,0.7432,0.9606,0.5523,0.6171,0.9541,0.7448,1.4379,0.9282,0.7419,0.8609,0.9397,0.7436,1.0876,0.9352,0.7423
pisang,istockphoto-874426588-612x612.jpg,0.736,0.2595,0.9011,0.4833,0.9931,0.2336,0.4261,0.9293,0.4864,0.9757,0.8796,0.4811,0.6533,0.8995,0.4836,0.8888,0.8959,0.4822
pisang,istockphoto-874426588-612x612.jpg,0.736,0.2595,0.9011,0.4833,0.9931,0.2336,0.4261,0.9293,0.4864,0.9757,0.8796,0.4811,0.6533,0.8995,0.4836,0.8888,0.8959,0.4822
pisang,istockphoto-89486138-612x612.jpg,0.7928,0.2503,0.9065,0.5936,0.9905,0.3523,0.4411,0.9355,0.5963,0.886,0.9022,0.5925,0.7231,0.9052,0.5938,1.1209,0.883,0.5916
pisang,istockphoto-89486138-612x612.jpg,0.7928,0.2503,0.9065,0.5936,0.9905,0.3523,0.4411,0.9355,0.5963,0.886,0.9022,0.5925,0.7231,0.9052,0.5938,1.1209,0.883,0.5916
pisang,istockphoto-89924216-612x612.jpg,0.8509,0.2362,0.9173,0.6574,0.9874,0.4321,0.6193,0.9347,0.6594,0.9728,0.9024,0.6562,0.6543,0.9217,0.6577,1.1572,0.9105,0.6562
pisang,istockphoto-89924216-612x612.jpg,0.8509,0.2362,0.9173,0.6574,0.9874,0.4321,0.6193,0.9347,0.6594,0.9728,0.9024,0.6562,0.6543,0.9217,0.6577,1.1572,0.9105,0.6562
pisang,istockphoto-91710396-612x612.jpg,0.5105,0.1559,0.9431,0.6156,0.986,0.379,0.3445,0.9605,0.6183,0.5261,0.9403,0.6145,0.409,0.9417,0.6159,0.7624,0.9297,0.6138
pisang,istockphoto-91710396-612x612.jpg,0.5105,0.1559,0.9431,0.6156,0.986,0.379,0.3445,0.9605,0.6183,0.5261,0.9403,0.6145,0.409,0.9417,0.6159,0.7624,0.9297,0.6138
pisang,istockphoto-93029283-612x612.jpg,0.2054,0.0729,0.9725,0.7592,0.977,0.5764,0.1176,0.9824,0.7613,0.2804,0.9671,0.7579,0.1842,0.9714,0.7593,0.2396,0.969,0.7583
pisang,istockphoto-93029283-612x612.jpg,0.2054,0.0729,0.9725,0.7592,0.977,0.5764,0.1176,0.9824,0.7613,0.2804,0.9671,0.7579,0.1842,0.9714,0.7593,0.2396,0.969,0.7583
pisang,istockphoto-93385142-612x612.jpg,1.0161,0.2399,0.9185,0.5195,0.9833,0.2698,0.8647,0.9403,0.523,1.2304,0.9025,0.5171,0.7052,0.9184,0.5199,1.2642,0.9128,0.5179
pisang,istockphoto-93385142-612x612.jpg,1.0161,0.2399,0.9185,0.5195,0.9833,0.2698,0.8647,0.9403,0.523,1.2304,0.9025,0.5171,0.7052,0.9184,0.5199,1.2642,0.9128,0.5179
pisang,istockphoto-953956760-612x612.jpg,0.8397,0.2668,0.9028,0.553,0.9907,0.3058,0.4037,0.9386,0.5561,0.9421,0.8934,0.5518,0.7954,0.8978,0.5533,1.2176,0.8812,0.5509
pisang,istockphoto-953956760-612x612.jpg,0.8397,0.2668,0.9028,0.553,0.9907,0.3058,0.4037,0.9386,0.5561,0.9421,0.8934,0.5518,0.7954,0.8978,0.5533,1.2176,0.8812,0.5509
pisang,istockphoto-96891345-612x612.jpg,0.8079,0.2094,0.9283,0.6128,0.9851,0.3755,0.6876,0.9463,0.6153,1.145,0.9123,0.611,0.5363,0.9303,0.6131,0.8626,0.9241,0.6117
pisang,istockphoto-96891345-612x612.jpg,0.8079,0.2094,0.9283,0.6128,0.9851,0.3755,0.6876,0.9463,0.6153,1.145,0.9123,0.611,0.5363,0.9303,0.6131,0.8626,0.9241,0.6117
pisang,istockphoto-97689079-612x612.jpg,0.3024,0.0979,0.9637,0.7173,0.9828,0.5145,0.1649,0.9779,0.7196,0.3814,0.957,0.7162,0.273,0.9617,0.7174,0.3904,0.9583,0.7159
pisang,istockphoto-97689079-612x612.jpg,0.3024,0.0979,0.9637,0.7173,0.9828,0.5145,0.1649,0.9779,0.7196,0.3814,0.957,0.7162,0.273,0.9617,0.7174,0.3904,0.9583,0.7159
